"","X","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent"
"26",2,"Belgium",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe"
"27",3,"Belgium",35.4886666666667,38.5793333333333,41.6826666666667,38.3006666666667,38.668,38.668,"Source","renewable ressources","Surfacewater Stress","Europe"
"28",4,"Belgium",62,62,60.592594,62,59.185188,59.185188,"Source","renewable ressources","Groundwater stress","Europe"
"29",5,"Belgium",100,100,100,100,100,100,"Source","non-renewables ressources","area with tolerable erosion","Europe"
"30",6,"Belgium",5,5,5,5,5,5,"Sink","global System","CO2 emissions [tonnes per capita]","Europe"
"31",7,"Belgium",100,100,100,100,100,100,"Sink","global System","Consumption of HCFC in ODP per capita","Europe"
"32",8,"Belgium",54.4604091666667,54.2414633333333,53.9862225,53.719025,53.3478866666667,52.9080541666667,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe"
"33",9,"Belgium",73.2005,71.8515,72.564,72.602,72.906,73.153,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe"
"34",10,"Belgium",73.78,76.6616666666667,76.7883333333333,77.3266666666667,80.1766666666667,80.1766666666667,"Human health and welfare","human health","Concentrations of PM2.5","Europe"
"35",11,"Belgium",99.729744,99.776845,99.8239365,99.871028,99.9181195,99.9181195,"Human health and welfare","human health","Drinking water contamination","Europe"
"36",12,"Belgium",52.5,52.5,28.75,28.75,28.75,28.75,"Human health and welfare","landscape and amenity","status of world heritage sites","Europe"
"37",13,"Belgium",54.8008821466173,56.3476612088643,58.763871132609,57.5684750056588,56.864378637383,56.864378637383,"Source","renewable ressources","renewable ressources","Belgium"
"38",14,"Belgium",100,100,100,100,100,100,"Source","non-renewable ressources","non-renewable ressources","Belgium"
"39",15,"Belgium",74.0276179183265,75.0650792371954,76.657596578949,75.8738920878973,75.408473421349,75.408473421349,"Source","Source","Source","Belgium"
"40",16,"Belgium",22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,"Sink","global System","global System","Belgium"
"41",17,"Belgium",NA,NA,NA,NA,NA,NA,"Sink","critical ecosystems","critical ecosystems","Belgium"
"42",18,"Belgium",22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,"Sink","Sink","Sink","Belgium"
"43",19,"Belgium",63.1389672168035,62.4286032415831,62.5895857910084,62.4508498985402,62.3649021912165,62.2124013879401,"Life support","ecosystem health","ecosystem health","Belgium"
"44",20,"Belgium",63.1389672168035,62.4286032415831,62.5895857910084,62.4508498985402,62.3649021912165,62.2124013879401,"Life support","Life support","Life support","Belgium"
"45",21,"Belgium",85.7791379784152,87.4589002471542,87.5517773126708,87.878858047959,89.5047583154754,89.5047583154754,"Human health and welfare","human health","human health","Belgium"
"46",22,"Belgium",52.5,52.5,28.75,28.75,28.75,28.75,"Human health and welfare","landscape and amenity","landscape and amenitys","Belgium"
"47",23,"Belgium",67.1074119890404,67.7612888231592,50.1708441003267,50.264472233167,50.7273279561413,50.7273279561413,"Human health and welfare","Human health and welfare","Human health and welfare","Belgium"
"48",24,"Belgium",51.4620029413984,51.6204821162787,48.1668695414259,48.0390279647156,48.0586808533216,48.0292744189124,"12","SESI layer","SESI layer","Belgium"
"49",1,"Bulgaria",100,100,100,100,100,100,"Source","renewable ressources","state of forest reccources","Europe"
"50",2,"Bulgaria",40.948,40.948,40.625,40.625,40.625,40.625,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe"
"51",3,"Bulgaria",26.0393333333333,26.5966666666667,26.3053333333333,24.1266666666667,24.1013333333333,20.8586666666667,"Source","renewable ressources","Surfacewater Stress","Europe"
"52",4,"Bulgaria",100,100,100,100,100,100,"Source","renewable ressources","Groundwater stress","Europe"
"53",5,"Bulgaria",100,100,100,100,100,100,"Source","non-renewables ressources","area with tolerable erosion","Europe"
"54",6,"Bulgaria",5,5,5,5,5,5,"Sink","global System","CO2 emissions [tonnes per capita]","Europe"
"55",7,"Bulgaria",100,100,100,100,100,100,"Sink","global System","Consumption of HCFC in ODP per capita","Europe"
"56",8,"Bulgaria",99.5725,99.5725,99.5725,99.5725,99.5725,99.525,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe"
"57",9,"Bulgaria",31.695,31.695,31.695,31.695,31.695,29.32,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe"
"58",10,"Bulgaria",64.2288358333333,64.2332275,64.2532025,64.2591525,64.3017375,64.2800908333333,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe"
"59",11,"Bulgaria",71.329,69.372,71.2245,71.462,69.03,68.137,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe"
"60",12,"Bulgaria",51.2016666666667,53.6716666666667,51.55,51.2333333333333,61.0816666666667,61.0816666666667,"Human health and welfare","human health","Concentrations of PM2.5","Europe"
"61",13,"Bulgaria",97.5555075,98.0462015,98.5371805,99.0284255,98.9940165,98.960282,"Human health and welfare","human health","Drinking water contamination","Europe"
"62",14,"Bulgaria",44.5833365,44.5833365,36.6666635,36.6666635,36.6666635,36.6666635,"Human health and welfare","landscape and amenity","status of world heritage sites","Europe"
"63",15,"Bulgaria",57.1433423477338,57.4466854964196,57.1754110890892,55.9529095184753,55.9382158995109,53.953544296315,"Source","renewable ressources","renewable ressources","Bulgaria"
"64",16,"Bulgaria",100,100,100,100,100,100,"Source","non-renewable ressources","non-renewable ressources","Bulgaria"
"65",17,"Bulgaria",75.5932155340238,75.7935917452258,75.6144239474779,74.8016774668024,74.7918551043567,73.4530763796282,"Source","Source","Source","Bulgaria"
"66",18,"Bulgaria",22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,"Sink","global System","global System","Bulgaria"
"67",19,"Bulgaria",56.1778460560745,56.1778460560745,56.1778460560745,56.1778460560745,56.1778460560745,54.0191910342982,"Sink","critical ecosystems","critical ecosystems","Bulgaria"
"68",20,"Bulgaria",35.4425567095407,35.4425567095407,35.4425567095407,35.4425567095407,35.4425567095407,34.7549396837684,"Sink","Sink","Sink","Bulgaria"
"69",21,"Bulgaria",67.6858820667636,66.7531831310687,67.6491110175237,67.7649434143865,66.6239366866369,66.1804544341517,"Life support","ecosystem health","ecosystem health","Bulgaria"
"70",22,"Bulgaria",67.6858820667636,66.7531831310687,67.6491110175237,67.7649434143865,66.6239366866369,66.1804544341517,"Life support","Life support","Life support","Bulgaria"
"71",23,"Bulgaria",70.6753463133539,72.5417331254281,71.2712540564217,71.2289009680527,77.7606553331921,77.7474048336235,"Human health and welfare","human health","human health","Bulgaria"
"72",24,"Bulgaria",44.5833365,44.5833365,36.6666635,36.6666635,36.6666635,36.6666635,"Human health and welfare","landscape and amenity","landscape and amenitys","Bulgaria"
"73",25,"Bulgaria",56.1332588305925,56.8696096190589,51.1202414872018,51.1050500759995,53.3968518045927,53.3923021701888,"Human health and welfare","Human health and welfare","Human health and welfare","Bulgaria"
"74",26,"Bulgaria",56.4847944693362,56.5102774406336,55.1754863977896,55.0460701925981,55.4155085202316,54.8035548758554,"14","SESI layer","SESI layer","Bulgaria"
"75",1,"Croatia",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Europe"
"76",2,"Croatia",40.948,40.948,40.625,40.625,40.625,40.625,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe"
"77",3,"Croatia",100,100,100,100,100,100,"Source","renewable ressources","Surfacewater Stress","Europe"
"78",4,"Croatia",100,100,100,100,100,100,"Source","renewable ressources","Groundwater stress","Europe"
"79",5,"Croatia",100,100,100,100,100,100,"Source","non-renewables ressources","area with tolerable erosion","Europe"
"80",6,"Croatia",5,5,5,5,5,5,"Sink","global System","CO2 emissions [tonnes per capita]","Europe"
"81",7,"Croatia",100,100,100,100,100,100,"Sink","global System","Consumption of HCFC in ODP per capita","Europe"
"82",8,"Croatia",NA,NA,NA,NA,NA,65.04,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe"
"83",9,"Croatia",NA,NA,NA,NA,NA,91.45,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe"
"84",10,"Croatia",77.4651633333333,77.3389808333333,77.20104,77.0678733333333,76.8547216666667,76.74578,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe"
"85",11,"Croatia",58.1145,56.623,56.87,58.01,59.15,58.371,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe"
"86",12,"Croatia",56.775,59.6883333333333,58.1366666666667,55.73,67.415,67.415,"Human health and welfare","human health","Concentrations of PM2.5","Europe"
"87",13,"Croatia",52.5,52.5,28.75,28.75,28.75,28.75,"Human health and welfare","landscape and amenity","status of world heritage sites","Europe"
"88",14,"Croatia",74.2581681468864,74.2581681468864,74.0624017101842,74.0624017101842,74.0624017101842,74.0624017101842,"Source","renewable ressources","renewable ressources","Croatia"
"89",15,"Croatia",100,100,100,100,100,100,"Source","non-renewable ressources","non-renewable ressources","Croatia"
"90",16,"Croatia",86.1731792072721,86.1731792072721,86.0595152845891,86.0595152845891,86.0595152845891,86.0595152845891,"Source","Source","Source","Croatia"
"91",17,"Croatia",22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,"Sink","global System","global System","Croatia"
"92",18,"Croatia",NA,NA,NA,NA,NA,77.1226814886516,"Sink","critical ecosystems","critical ecosystems","Croatia"
"93",19,"Croatia",22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,41.5272872236665,"Sink","Sink","Sink","Croatia"
"94",20,"Croatia",67.0958212896675,66.1752605716504,66.2602682216123,66.8633481966515,67.4237108633405,66.930769638336,"Life support","ecosystem health","ecosystem health","Croatia"
"95",21,"Croatia",67.0958212896675,66.1752605716504,66.2602682216123,66.8633481966515,67.4237108633405,66.930769638336,"Life support","Life support","Life support","Croatia"
"96",22,"Croatia",56.775,59.6883333333333,58.1366666666667,55.73,67.415,67.415,"Human health and welfare","human health","human health","Croatia"
"97",23,"Croatia",52.5,52.5,28.75,28.75,28.75,28.75,"Human health and welfare","landscape and amenity","landscape and amenitys","Croatia"
"98",24,"Croatia",54.5956729054602,55.9789022757681,40.88311591191,40.0279589786939,44.0247799540213,44.0247799540213,"Human health and welfare","Human health and welfare","Human health and welfare","Croatia"
"99",25,"Croatia",51.5439507755446,51.6885428269619,47.7826540798363,47.6385864020633,48.8875683133115,56.9657562935407,"13","SESI layer","SESI layer","Croatia"
"100",1,"Cyprus",100,100,100,100,100,100,"Source","renewable ressources","state of forest reccources","Europe"
"101",2,"Cyprus",40.948,40.948,40.625,40.625,40.625,40.625,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe"
"102",3,"Cyprus",13.4993333333333,11.08,10.7253333333333,9.16733333333333,13.322,20.9473333333333,"Source","renewable ressources","Surfacewater Stress","Europe"
"103",4,"Cyprus",19.674802,22.7642273333333,22.7642273333333,22.7642273333333,16.585364,22.7642273333333,"Source","renewable ressources","Groundwater stress","Europe"
"104",5,"Cyprus",100,100,100,100,100,100,"Source","non-renewables ressources","area with tolerable erosion","Europe"
"105",6,"Cyprus",5,5,5,5,5,5,"Sink","global System","CO2 emissions [tonnes per capita]","Europe"
"106",7,"Cyprus",100,100,100,100,100,100,"Sink","global System","Consumption of HCFC in ODP per capita","Europe"
"107",8,"Cyprus",97.2925,97.2925,97.2925,97.2925,97.2925,97.1975,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe"
"108",9,"Cyprus",16.875,16.875,16.875,16.875,16.875,13.645,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe"
"109",10,"Cyprus",NA,NA,NA,NA,NA,NA,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe"
"110",11,"Cyprus",69.448,67.719,67.5955,67.4815,68.6215,66.598,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe"
"111",12,"Cyprus",67.9216666666667,72.545,69.6,67.13,69.8533333333333,69.8533333333333,"Human health and welfare","human health","Concentrations of PM2.5","Europe"
"112",13,"Cyprus",99.20732,99.486525,99.7656635,99.776921,99.7769305,99.7769115,"Human health and welfare","human health","Drinking water contamination","Europe"
"113",14,"Cyprus",32.2934055491232,31.8791213028421,31.558348779095,30.3439649295151,30.7802365197166,37.3072947126717,"Source","renewable ressources","renewable ressources","Cyprus"
"114",15,"Cyprus",100,100,100,100,100,100,"Source","non-renewable ressources","non-renewable ressources","Cyprus"
"115",16,"Cyprus",56.8272870627511,56.4615987223547,56.1768179760077,55.085356429377,55.4799391850033,61.079697701177,"Source","Source","Source","Cyprus"
"116",17,"Cyprus",22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,"Sink","global System","global System","Cyprus"
"117",18,"Cyprus",40.5192662507603,40.5192662507603,40.5192662507603,40.5192662507603,40.5192662507603,36.4178512202464,"Sink","critical ecosystems","critical ecosystems","Cyprus"
"118",19,"Cyprus",30.1004707164378,30.1004707164378,30.1004707164378,30.1004707164378,30.1004707164378,28.5364312630267,"Sink","Sink","Sink","Cyprus"
"119",20,"Cyprus",69.448,67.719,67.5955,67.4815,68.6215,66.598,"Life support","ecosystem health","ecosystem health","Cyprus"
"120",21,"Cyprus",69.448,67.719,67.5955,67.4815,68.6215,66.598,"Life support","Life support","Life support","Cyprus"
"121",22,"Cyprus",82.0873103465654,84.9543992746991,83.3288076213743,81.8414608052056,83.4850356961853,83.4850277473751,"Human health and welfare","human health","human health","Cyprus"
"122",23,"Cyprus",NA,NA,NA,NA,NA,NA,"Human health and welfare","landscape and amenity","landscape and amenitys","Cyprus"
"123",24,"Cyprus",82.0873103465654,84.9543992746991,83.3288076213743,81.8414608052056,83.4850356961853,83.4850277473751,"Human health and welfare","Human health and welfare","Human health and welfare","Cyprus"
"124",25,"Cyprus",55.8812992407963,55.9185262572501,55.553425567801,55.0100307651424,55.6153310832841,55.7945244595419,"13","SESI layer","SESI layer","Cyprus"
"125",1,"Czechia",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Europe"
"126",2,"Czechia",100,100,100,100,100,100,"Source","renewable ressources","Surfacewater Stress","Europe"
"127",3,"Czechia",6.10723133333333,5.22145133333333,6.10723133333333,6.10723133333333,5.22145133333333,5.22145133333333,"Source","renewable ressources","Groundwater stress","Europe"
"128",4,"Czechia",100,100,100,100,100,100,"Source","non-renewables ressources","area with tolerable erosion","Europe"
"129",5,"Czechia",5,5,5,5,5,5,"Sink","global System","CO2 emissions [tonnes per capita]","Europe"
"130",6,"Czechia",100,100,100,100,100,100,"Sink","global System","Consumption of HCFC in ODP per capita","Europe"
"131",7,"Czechia",52.5,52.5,52.5,52.5,52.5,98.8125,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe"
"132",8,"Czechia",43.95,43.95,43.95,43.95,43.95,41.005,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe"
"133",9,"Czechia",49.6720616666667,49.5667608333333,49.5564191666667,49.4936608333333,49.4644775,49.1967275,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe"
"134",10,"Czechia",60.3533333333333,63.2033333333333,62.0316666666667,60.4166666666667,70.4233333333333,70.4233333333333,"Human health and welfare","human health","Concentrations of PM2.5","Europe"
"135",11,"Czechia",99.5419765,99.543088,99.544342,99.5457385,99.547268,99.54894,"Human health and welfare","human health","Drinking water contamination","Europe"
"136",12,"Czechia",24.712813140825,22.850495253568,24.712813140825,24.712813140825,22.850495253568,22.850495253568,"Source","renewable ressources","renewable ressources","Czechia"
"137",13,"Czechia",100,100,100,100,100,100,"Source","non-renewable ressources","non-renewable ressources","Czechia"
"138",14,"Czechia",49.7119836063951,47.8021916375892,49.7119836063951,49.7119836063951,47.8021916375892,47.8021916375892,"Source","Source","Source","Czechia"
"139",15,"Czechia",22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,"Sink","global System","global System","Czechia"
"140",16,"Czechia",48.0351433848177,48.0351433848177,48.0351433848177,48.0351433848177,48.0351433848177,63.6538024198084,"Sink","critical ecosystems","critical ecosystems","Czechia"
"141",17,"Czechia",32.7734413691028,32.7734413691028,32.7734413691028,32.7734413691028,32.7734413691028,37.7272089130686,"Sink","Sink","Sink","Czechia"
"142",18,"Czechia",49.6720616666667,49.5667608333333,49.5564191666667,49.4936608333333,49.4644775,49.1967275,"Life support","ecosystem health","ecosystem health","Czechia"
"143",19,"Czechia",49.6720616666667,49.5667608333333,49.5564191666667,49.4936608333333,49.4644775,49.1967275,"Life support","Life support","Life support","Czechia"
"144",20,"Czechia",77.5092903358258,79.3186924494682,78.5805411122669,77.551413275592,83.7284326664883,83.7291358166319,"Human health and welfare","human health","human health","Czechia"
"145",21,"Czechia",NA,NA,NA,NA,NA,NA,"Human health and welfare","landscape and amenity","landscape and amenitys","Czechia"
"146",22,"Czechia",77.5092903358258,79.3186924494682,78.5805411122669,77.551413275592,83.7284326664883,83.7291358166319,"Human health and welfare","Human health and welfare","Human health and welfare","Czechia"
"147",23,"Czechia",50.0451818294284,49.8177358061484,50.1879570971554,50.0069778008271,50.4700878566141,52.2070107633221,"11","SESI layer","SESI layer","Czechia"
"148",1,"Denmark",100,100,100,100,100,100,"Source","renewable ressources","state of forest reccources","Europe"
"149",2,"Denmark",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe"
"150",3,"Denmark",100,100,100,11.2066666666667,5.722,6.77333333333333,"Source","renewable ressources","Surfacewater Stress","Europe"
"151",4,"Denmark",100,100,100,100,100,100,"Source","renewable ressources","Groundwater stress","Europe"
"152",5,"Denmark",100,100,100,100,100,100,"Source","non-renewables ressources","area with tolerable erosion","Europe"
"153",6,"Denmark",5,5,5,5,5,5,"Sink","global System","CO2 emissions [tonnes per capita]","Europe"
"154",7,"Denmark",100,100,100,100,100,100,"Sink","global System","Consumption of HCFC in ODP per capita","Europe"
"155",8,"Denmark",NA,NA,NA,NA,NA,48.7,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe"
"156",9,"Denmark",NA,NA,NA,NA,NA,76.25,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe"
"157",10,"Denmark",26.0542308333333,25.7149958333333,25.4711875,25.1885058333333,25.0380275,24.81214,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe"
"158",11,"Denmark",73.438,72.146,71.785,71.2625,70.8825,72.412,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe"
"159",12,"Denmark",81.855,84.8633333333333,84.2616666666667,84.1033333333333,85.2433333333333,85.2433333333333,"Human health and welfare","human health","Concentrations of PM2.5","Europe"
"160",13,"Denmark",98.937653,99.33215,99.7266565,100,100,100,"Human health and welfare","human health","Drinking water contamination","Europe"
"161",14,"Denmark",68.3333365,68.3333365,68.3333365,68.3333365,68.3333365,68.3333365,"Human health and welfare","landscape and amenity","status of world heritage sites","Europe"
"162",15,"Denmark",92.9972955480127,92.9972955480127,94.6758118918924,54.7782497420549,46.3047987985779,48.2991680722188,"Source","renewable ressources","renewable ressources","Denmark"
"163",16,"Denmark",100,100,100,100,100,100,"Source","non-renewable ressources","non-renewable ressources","Denmark"
"164",17,"Denmark",96.4351054066996,96.4351054066996,97.3014963358182,74.0123298795916,68.0476294947722,69.4976028883146,"Source","Source","Source","Denmark"
"165",18,"Denmark",22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,"Sink","global System","global System","Denmark"
"166",19,"Denmark",NA,NA,NA,NA,NA,60.9374679487095,"Sink","critical ecosystems","critical ecosystems","Denmark"
"167",20,"Denmark",22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,36.9134556374812,"Sink","Sink","Sink","Denmark"
"168",21,"Denmark",43.7420919017179,43.0724284129844,42.7603694404936,42.3673919063696,42.1278765696629,42.3874590141943,"Life support","ecosystem health","ecosystem health","Denmark"
"169",22,"Denmark",43.7420919017179,43.0724284129844,42.7603694404936,42.3673919063696,42.1278765696629,42.3874590141943,"Life support","Life support","Life support","Denmark"
"170",23,"Denmark",89.9918973370103,91.81316548386,91.6686112460758,91.7078695278291,92.3273162901063,92.3273162901063,"Human health and welfare","human health","human health","Denmark"
"171",24,"Denmark",68.3333365,68.3333365,68.3333365,68.3333365,68.3333365,68.3333365,"Human health and welfare","landscape and amenity","landscape and amenitys","Denmark"
"172",25,"Denmark",78.4184072970331,79.2079537176589,79.145575105408,79.1625208551575,79.4294251030043,79.4294251030043,"Human health and welfare","Human health and welfare","Human health and welfare","Denmark"
"173",26,"Denmark",52.1506147139512,52.0801322419861,52.0916546053161,48.5383608339979,47.502038559452,54.21173823666,"14","SESI layer","SESI layer","Denmark"
"174",1,"Estonia",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Europe"
"175",2,"Estonia",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe"
"176",3,"Estonia",100,100,100,100,100,100,"Source","renewable ressources","Surfacewater Stress","Europe"
"177",4,"Estonia",100,100,100,100,100,100,"Source","renewable ressources","Groundwater stress","Europe"
"178",5,"Estonia",100,100,100,100,100,100,"Source","non-renewables ressources","area with tolerable erosion","Europe"
"179",6,"Estonia",5,5,5,5,5,5,"Sink","global System","CO2 emissions [tonnes per capita]","Europe"
"180",7,"Estonia",100,100,100,100,100,100,"Sink","global System","Consumption of HCFC in ODP per capita","Europe"
"181",8,"Estonia",100,100,100,100,100,66.94,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe"
"182",9,"Estonia",NA,NA,NA,NA,NA,100,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe"
"183",10,"Estonia",86.20237,86.196675,86.2023558333333,86.1956125,86.2323466666667,86.1118025,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe"
"184",11,"Estonia",78.8055,76.6965,74.9295,74.749,76.0125,77.0005,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe"
"185",12,"Estonia",94.4583333333333,96.2,97.15,94.6166666666667,95.725,95.725,"Human health and welfare","human health","Concentrations of PM2.5","Europe"
"186",13,"Estonia",96.2774535,96.0490925,96.034244,96.0193955,96.004528,95.9730165,"Human health and welfare","human health","Drinking water contamination","Europe"
"187",14,"Estonia",90.7737809760898,90.7737809760898,92.9648381354279,92.9648381354279,92.9648381354279,92.9648381354279,"Source","renewable ressources","renewable ressources","Estonia"
"188",15,"Estonia",100,100,100,100,100,100,"Source","non-renewable ressources","non-renewable ressources","Estonia"
"189",16,"Estonia",95.2752753740916,95.2752753740916,96.4182753088998,96.4182753088998,96.4182753088998,96.4182753088998,"Source","Source","Source","Estonia"
"190",17,"Estonia",22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,"Sink","global System","global System","Estonia"
"191",18,"Estonia",100,100,100,100,100,81.816868676331,"Sink","critical ecosystems","critical ecosystems","Estonia"
"192",19,"Estonia",47.2870804501588,47.2870804501588,47.2870804501588,47.2870804501588,47.2870804501588,42.7724303806143,"Sink","Sink","Sink","Estonia"
"193",20,"Estonia",82.4209977435059,81.3079533879528,80.3685225782691,80.2685233373737,80.961325649967,81.4288146076145,"Life support","ecosystem health","ecosystem health","Estonia"
"194",21,"Estonia",82.4209977435059,81.3079533879528,80.3685225782691,80.2685233373737,80.961325649967,81.4288146076145,"Life support","Life support","Life support","Estonia"
"195",22,"Estonia",95.3635559067902,96.1245166359759,96.5905109449163,95.3154506759441,95.8646621169657,95.8489280298038,"Human health and welfare","human health","human health","Estonia"
"196",23,"Estonia",NA,NA,NA,NA,NA,NA,"Human health and welfare","landscape and amenity","landscape and amenitys","Estonia"
"197",24,"Estonia",95.3635559067902,96.1245166359759,96.5905109449163,95.3154506759441,95.8646621169657,95.8489280298038,"Human health and welfare","Human health and welfare","Human health and welfare","Estonia"
"198",25,"Estonia",77.1410870431836,77.0322313592036,77.1312868220455,76.8515462224903,77.1275443373391,75.3220557972761,"13","SESI layer","SESI layer","Estonia"
"199",1,"Finland",100,100,100,100,100,100,"Source","renewable ressources","state of forest reccources","Europe"
