"","X","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Indicator"
"97",15,"Denmark",56.7664605190892,55.9860726380936,56.4094976962446,46.9729651885801,44.1651748334426,46.84525481957,"14","SESI"
"98",1,"Estonia",NA,NA,NA,NA,NA,NA,"Source","state of forest reccources"
"99",2,"Estonia",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","Proportion of fish stocks not overexploited"
"100",3,"Estonia",100,100,100,100,100,100,"Source","Surfacewater Stress"
"101",4,"Estonia",100,100,100,100,100,100,"Source","Groundwater stress"
"102",5,"Estonia",100,100,100,100,100,100,"Source","area with tolerable erosion"
"103",6,"Estonia",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"104",7,"Estonia",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"105",8,"Estonia",100,100,100,100,100,66.94,"Sink","Proportion of surface water in good chemical status"
"106",9,"Estonia",NA,NA,NA,NA,NA,100,"Sink","Proportion of ground water in good chemical status"
"107",10,"Estonia",86.20237,86.196675,86.2023558333333,86.1956125,86.2323466666667,86.1118025,"Life support","Terrestrial habitats in favourable conservation status"
"108",11,"Estonia",78.8055,76.6965,74.9295,74.749,76.0125,77.0005,"Life support","Aquatic habitats in favourable conservation status"
"109",12,"Estonia",10.5416666666667,8.8,7.85,10.3833333333333,9.275,9.275,"Human health and welfare","Concentrations of PM2.5"
"110",13,"Estonia",96.2774535,96.0490925,96.034244,96.0193955,96.004528,95.9730165,"Human health and welfare","Drinking water contamination"
"111",14,"Estonia",58.1659963632432,57.0653014961671,56.7235081055017,58.1702772080982,57.6656247031393,58.441218552752,"13","SESI"
"112",1,"Finland",100,100,100,100,100,100,"Source","state of forest reccources"
"113",2,"Finland",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","Proportion of fish stocks not overexploited"
"114",3,"Finland",100,100,100,100,100,100,"Source","Surfacewater Stress"
"115",4,"Finland",100,100,100,100,100,100,"Source","Groundwater stress"
"116",5,"Finland",100,100,100,100,100,100,"Source","area with tolerable erosion"
"117",6,"Finland",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"118",7,"Finland",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"119",8,"Finland",100,100,100,100,100,100,"Sink","Proportion of surface water in good chemical status"
"120",9,"Finland",86.32,86.32,86.32,86.32,86.32,87.555,"Sink","Proportion of ground water in good chemical status"
"121",10,"Finland",100,100,100,100,100,100,"Life support","Terrestrial habitats in favourable conservation status"
"122",11,"Finland",76.0885,73.5615,72.6115,73.096,75.072,75.9935,"Life support","Aquatic habitats in favourable conservation status"
"123",12,"Finland",7.62833333333333,6.235,6.17166666666667,6.805,6.48833333333333,6.48833333333333,"Human health and welfare","Concentrations of PM2.5"
"124",13,"Finland",100,100,100,100,100,100,"Human health and welfare","Drinking water contamination"
"125",14,"Finland",76.25,76.25,76.25,76.25,76.25,76.25,"Human health and welfare","status of world heritage sites"
"126",15,"Finland",62.6299740516358,61.5854087405049,61.7984413829758,62.2607326608648,62.1675095444444,62.2848770158817,"14","SESI"
"127",1,"France",100,100,100,100,100,100,"Source","state of forest reccources"
"128",2,"France",57.87225,57.87225,60.48475,60.48475,60.48475,60.48475,"Source","Proportion of fish stocks not overexploited"
"129",3,"France",100,100,100,100,100,100,"Source","Surfacewater Stress"
"130",4,"France",100,100,100,100,100,100,"Source","Groundwater stress"
"131",5,"France",100,100,100,100,100,100,"Source","area with tolerable erosion"
"132",6,"France",5,5,5,5,5,7.48029324999999,"Sink","CO2 emissions [tonnes per capita]"
"133",7,"France",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"134",8,"France",98.6225,98.6225,98.6225,98.6225,98.6225,96.4375,"Sink","Proportion of surface water in good chemical status"
"135",9,"France",44.045,44.045,44.045,44.045,44.045,42.43,"Sink","Proportion of ground water in good chemical status"
"136",10,"France",50.8471725,50.8231741666667,50.8363633333333,50.7830966666667,50.751335,50.6368825,"Life support","Terrestrial habitats in favourable conservation status"
"137",11,"France",72.7255,71.462,75.87,76.0695,76.2215,75.946,"Life support","Aquatic habitats in favourable conservation status"
"138",12,"France",27.8316666666667,24.76,24.9183333333333,24.7283333333333,22.29,22.29,"Human health and welfare","Concentrations of PM2.5"
"139",13,"France",98.771916,98.94341,99.1148945,99.2863885,99.2863885,99.2863885,"Human health and welfare","Drinking water contamination"
"140",14,"France",52.5,52.5,46.5625,46.5625,46.5625,52.5,"Human health and welfare","status of world heritage sites"
"141",15,"France",59.337393497434,58.775481735056,58.7434016226689,58.7251617930077,58.2970255273773,60.2323215795493,"14","SESI"
"142",1,"Germany",100,100,100,100,100,100,"Source","state of forest reccources"
"143",2,"Germany",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","Proportion of fish stocks not overexploited"
"144",3,"Germany",16.286,15.7666666666667,15.7666666666667,15.7666666666667,15.7666666666667,15.7666666666667,"Source","Surfacewater Stress"
"145",4,"Germany",100,100,100,100,100,100,"Source","Groundwater stress"
"146",5,"Germany",100,100,100,100,100,100,"Source","area with tolerable erosion"
"147",6,"Germany",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"148",7,"Germany",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"149",8,"Germany",56.0625,56.0625,56.0625,56.0625,56.0625,NA,"Sink","Proportion of surface water in good chemical status"
"150",9,"Germany",59.6699175,59.4905391666667,59.2536441666667,59.0237333333333,58.8790066666667,58.5492066666667,"Life support","Terrestrial habitats in favourable conservation status"
"151",10,"Germany",72.4595,70.6925,70.8825,70.588,73.7135,73.457,"Life support","Aquatic habitats in favourable conservation status"
"152",11,"Germany",29.1933333333333,26.09,26.47,26.2166666666667,23.145,23.145,"Human health and welfare","Concentrations of PM2.5"
"153",12,"Germany",99.961221,99.971937,99.982653,99.993369,99.9933785,99.9933785,"Human health and welfare","Drinking water contamination"
"154",13,"Germany",68.3333365,68.3333365,60.4166635,60.4166635,60.4166635,60.4166635,"Human health and welfare","status of world heritage sites"
"155",14,"Germany",53.5031995819953,52.7983979436685,52.6429974901892,52.5719346039406,52.2343559535638,51.8880222468361,"13","SESI"
"156",1,"Greece",100,100,100,100,100,100,"Source","state of forest reccources"
"157",2,"Greece",40.948,40.948,40.625,40.625,40.625,40.625,"Source","Proportion of fish stocks not overexploited"
"158",3,"Greece",100,100,100,100,100,100,"Source","Surfacewater Stress"
"159",4,"Greece",42.3236253333333,49.948224,49.948224,49.948224,49.948224,49.8252433333333,"Source","Groundwater stress"
"160",5,"Greece",76.13125,76.13125,76.13125,76.13125,76.13125,76.13125,"Source","area with tolerable erosion"
"161",6,"Greece",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"162",7,"Greece",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"163",8,"Greece",97.435,97.435,97.435,97.435,97.435,98.3375,"Sink","Proportion of surface water in good chemical status"
"164",9,"Greece",5,5,5,5,5,5,"Sink","Proportion of ground water in good chemical status"
"165",10,"Greece",55.69468,55.5590483333333,55.4078616666667,55.2694675,55.1372216666667,55.0008533333333,"Life support","Terrestrial habitats in favourable conservation status"
"166",11,"Greece",65.7145,63.3395,62.9975,62.6935,62.38,62.0665,"Life support","Aquatic habitats in favourable conservation status"
"167",12,"Greece",41.2583333333333,37.205,37.3,38.8516666666667,35.4633333333333,35.4633333333333,"Human health and welfare","Concentrations of PM2.5"
"168",13,"Greece",99.884385,99.945071,100,100,100,100,"Human health and welfare","Drinking water contamination"
"169",14,"Greece",64.375,64.375,52.5,52.5,52.5,52.5,"Human health and welfare","status of world heritage sites"
"170",15,"Greece",47.6606147544058,47.7409913747648,47.0071448057297,47.1194900023601,46.7885983284046,46.7860588262291,"14","SESI"
"171",1,"Hungary",100,100,100,100,100,100,"Source","state of forest reccources"
"172",2,"Hungary",100,100,100,100,100,100,"Source","Surfacewater Stress"
"173",3,"Hungary",100,100,100,100,100,100,"Source","Groundwater stress"
"174",4,"Hungary",100,100,100,100,100,100,"Source","area with tolerable erosion"
"175",5,"Hungary",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"176",6,"Hungary",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"177",7,"Hungary",50.315,50.315,50.315,50.315,50.315,49.9825,"Sink","Proportion of surface water in good chemical status"
"178",8,"Hungary",82.9,82.9,82.9,82.9,82.9,79.48,"Sink","Proportion of ground water in good chemical status"
"179",9,"Hungary",48.539295,48.4907175,48.2317933333333,48.1773366666667,48.04876,47.9027441666667,"Life support","Terrestrial habitats in favourable conservation status"
"180",10,"Hungary",43.5066666666667,40.4033333333333,41.7966666666667,43.7916666666667,34.26,34.26,"Human health and welfare","Concentrations of PM2.5"
"181",11,"Hungary",92.865842,92.879294,92.917389,92.9310785,92.9449675,92.9590845,"Human health and welfare","Drinking water contamination"
"182",12,"Hungary",76.25,76.25,76.25,76.25,76.25,76.25,"Human health and welfare","status of world heritage sites"
"183",13,"Hungary",61.8249719426278,61.4404961871322,61.5889537125012,61.8236665876305,60.5591503797218,60.2990457842151,"12","SESI"
"184",1,"Ireland",100,100,100,100,100,100,"Source","state of forest reccources"
"185",2,"Ireland",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","Proportion of fish stocks not overexploited"
"186",3,"Ireland",100,100,100,100,100,100,"Source","Surfacewater Stress"
"187",4,"Ireland",100,100,100,100,100,100,"Source","Groundwater stress"
"188",5,"Ireland",100,100,100,100,100,100,"Source","area with tolerable erosion"
"189",6,"Ireland",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"190",7,"Ireland",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"191",8,"Ireland",53.6875,53.6875,53.6875,53.6875,53.6875,54.2575,"Sink","Proportion of surface water in good chemical status"
"192",9,"Ireland",91.83,91.83,91.83,91.83,91.83,92.59,"Sink","Proportion of ground water in good chemical status"
"193",10,"Ireland",19.0794425,19.1737925,19.2689358333333,19.2411408333333,19.3386641666667,19.256625,"Life support","Terrestrial habitats in favourable conservation status"
"194",11,"Ireland",67.6905,65.9045,69.448,69.1725,65.8285,68.916,"Life support","Aquatic habitats in favourable conservation status"
"195",12,"Ireland",18.1733333333333,14.7533333333333,14.9116666666667,15.4816666666667,15.1333333333333,15.1333333333333,"Human health and welfare","Concentrations of PM2.5"
"196",13,"Ireland",96.9305215,97.1376975,97.3446455,97.5350255,97.5324415,97.5297245,"Human health and welfare","Drinking water contamination"
"197",14,"Ireland",54.9803508540859,54.0238327479367,54.6158170014103,54.7590476826102,54.4763888641829,54.7299129981493,"13","SESI"
"198",1,"Italy",100,100,100,100,100,100,"Source","state of forest reccources"
"199",2,"Italy",40.948,40.948,40.625,40.625,40.625,40.625,"Source","Proportion of fish stocks not overexploited"
"200",3,"Italy",11.232,11.1306666666667,11.0293333333333,10.928,11.1053333333333,10.89,"Source","Surfacewater Stress"
"201",4,"Italy",NA,NA,NA,NA,NA,NA,"Source","Groundwater stress"
"202",5,"Italy",75.89375,75.89375,75.89375,75.89375,75.89375,75.89375,"Source","area with tolerable erosion"
"203",6,"Italy",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"204",7,"Italy",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"205",8,"Italy",55.7761383333333,55.840965,55.965235,56.0520908333333,56.0847875,56.1823816666667,"Life support","Terrestrial habitats in favourable conservation status"
"206",9,"Italy",67.928,65.477,67.339,67.0445,66.75,66.465,"Life support","Aquatic habitats in favourable conservation status"
"207",10,"Italy",43.8866666666667,39.2633333333333,38.9783333333333,39.7383333333333,34.1966666666667,34.1966666666667,"Human health and welfare","Concentrations of PM2.5"
"208",11,"Italy",96.0325055,96.0325055,96.0325055,96.0325055,96.0325055,96.0325055,"Human health and welfare","Drinking water contamination"
"209",12,"Italy",62,62,57.25,57.25,57.25,57.25,"Human health and welfare","status of world heritage sites"
"210",13,"Italy",45.4940977620227,44.8535843131272,44.5536918403537,44.5830585301878,44.0275975137594,43.9391480431303,"12","SESI"
"211",1,"Latvia",NA,NA,NA,NA,NA,NA,"Source","state of forest reccources"
"212",2,"Latvia",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","Proportion of fish stocks not overexploited"
"213",3,"Latvia",100,100,100,100,100,100,"Source","Surfacewater Stress"
"214",4,"Latvia",100,100,100,100,100,100,"Source","Groundwater stress"
"215",5,"Latvia",100,100,100,100,100,100,"Source","area with tolerable erosion"
"216",6,"Latvia",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"217",7,"Latvia",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"218",8,"Latvia",65.3725,65.3725,65.3725,65.3725,65.3725,66.6075,"Sink","Proportion of surface water in good chemical status"
"219",9,"Latvia",100,100,100,100,100,100,"Sink","Proportion of ground water in good chemical status"
"220",10,"Latvia",84.0545475,84.003675,83.9687683333333,83.9042391666667,83.867845,83.8321308333333,"Life support","Terrestrial habitats in favourable conservation status"
"221",11,"Latvia",74.445,73.1245,72.925,72.0415,73.267,73.191,"Life support","Aquatic habitats in favourable conservation status"
"222",12,"Latvia",31.6,27.6416666666667,25.4566666666667,29.8266666666667,27.23,27.23,"Human health and welfare","Concentrations of PM2.5"
"223",13,"Latvia",98.949053,99.075327,99.201772,99.3283595,99.442046,99.491655,"Human health and welfare","Drinking water contamination"
"224",14,"Latvia",64.068588183157,63.267126390477,63.2003819701573,63.9779750705336,63.5872782843079,63.6814066243683,"13","SESI"
"225",1,"Lithuania",NA,NA,NA,NA,NA,NA,"Source","state of forest reccources"
"226",2,"Lithuania",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","Proportion of fish stocks not overexploited"
"227",3,"Lithuania",100,100,100,100,100,100,"Source","Surfacewater Stress"
"228",4,"Lithuania",100,100,100,100,100,100,"Source","Groundwater stress"
"229",5,"Lithuania",100,100,100,100,100,100,"Source","area with tolerable erosion"
"230",6,"Lithuania",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"231",7,"Lithuania",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"232",8,"Lithuania",99.6675,99.6675,99.6675,99.6675,99.6675,98.9075,"Sink","Proportion of surface water in good chemical status"
"233",9,"Lithuania",56.4477091666667,56.2483841666667,56.0795741666667,55.8571008333333,55.6684008333333,55.5879341666667,"Life support","Terrestrial habitats in favourable conservation status"
"234",10,"Lithuania",73.0105,71.253,71.025,70.759,72.2885,72.1555,"Life support","Aquatic habitats in favourable conservation status"
"235",11,"Lithuania",25.3933333333333,21.7833333333333,20.5483333333333,24.38,22.005,22.005,"Human health and welfare","Concentrations of PM2.5"
"236",12,"Lithuania",93.9779595,96.1024255,97.6649665,98.0910035,98.1013965,98.1126825,"Human health and welfare","Drinking water contamination"
"237",13,"Lithuania",60.0567766931926,59.1955137711638,59.3199815339107,60.2307713785138,59.7704808004866,59.7116760724185,"12","SESI"
"238",1,"Luxembourg",NA,NA,NA,NA,NA,NA,"Source","state of forest reccources"
"239",2,"Luxembourg",100,100,100,100,100,100,"Source","Surfacewater Stress"
"240",3,"Luxembourg",20.8333333333333,100,100,20.8333333333333,100,100,"Source","Groundwater stress"
"241",4,"Luxembourg",100,100,100,100,100,100,"Source","area with tolerable erosion"
"242",5,"Luxembourg",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"243",6,"Luxembourg",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"244",7,"Luxembourg",37.3119425,37.0185083333333,36.8775925,36.706955,36.5448741666667,36.1782975,"Life support","Terrestrial habitats in favourable conservation status"
"245",8,"Luxembourg",22.2583333333333,20.0416666666667,20.3266666666667,19.915,17.3183333333333,17.3183333333333,"Human health and welfare","Concentrations of PM2.5"
"246",9,"Luxembourg",99.7004555,99.682358,99.6652865,99.6491555,99.651768,99.654257,"Human health and welfare","Drinking water contamination"
"247",10,"Luxembourg",41.3971841582317,49.6583896687639,49.7213407813481,40.7395645290105,48.6797621096363,48.6186068360981,"9","SESI"
"248",1,"Malta",100,100,100,100,100,100,"Source","state of forest reccources"
"249",2,"Malta",40.948,40.948,40.625,40.625,40.625,40.625,"Source","Proportion of fish stocks not overexploited"
"250",3,"Malta",78.1753333333333,78.4286666666667,88.714,80.5186666666667,75.9333333333333,77.0226666666667,"Source","Surfacewater Stress"
"251",4,"Malta",74.6666666666667,74.6666666666667,74.6666666666667,74.6666666666667,74.6666666666667,74.6666666666667,"Source","Groundwater stress"
"252",5,"Malta",53.6875,53.6875,53.6875,53.6875,53.6875,53.6875,"Source","area with tolerable erosion"
"253",6,"Malta",32.328357875,50.429285,44.049600375,46.36331825,45.474172875,52.126609625,"Sink","CO2 emissions [tonnes per capita]"
"254",7,"Malta",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"255",8,"Malta",59.1015225,59.0876958333333,59.0758241666667,59.0606658333333,59.0438783333333,59.1406508333333,"Life support","Terrestrial habitats in favourable conservation status"
